文件,节点类型,键,值,desc文本,行号,命名空间
objects.svg,rect,other_floor_3,apartment1,"name = BuildingWhite1; color = stroke; color_variance = 0.0 0.0 0.3; # plain; detail_texture = wall_atlas1.png; detail_texture_atlas_cell = 2 1 8 8 0.0078125 0.0078125; detail_texture_scale = 3 3; 1st_floor_1 = apartment1_1st_floor; 1st_floor_2 = apartment1_1st_floor_empty; 1st_floor_3 = apartment1_1st_floor; 1st_floor_4 = apartment1_1st_floor_empty; other_floor_1 = apartment1; other_floor_2 = apartment1; other_floor_3 = apartment1; other_floor_4 = apartment1; roof_color = fill; roof_color_variance = 0.0 0.0 0.2; roof_texture = wall_atlas1.png; roof_texture_atlas_cell = 1 0 2 2; roof_texture_scale = 8.0 8.0;",,
objects.svg,rect,other_floor_4,apartment1,"name = BuildingWhite1; color = stroke; color_variance = 0.0 0.0 0.3; # plain; detail_texture = wall_atlas1.png; detail_texture_atlas_cell = 2 1 8 8 0.0078125 0.0078125; detail_texture_scale = 3 3; 1st_floor_1 = apartment1_1st_floor; 1st_floor_2 = apartment1_1st_floor_empty; 1st_floor_3 = apartment1_1st_floor; 1st_floor_4 = apartment1_1st_floor_empty; other_floor_1 = apartment1; other_floor_2 = apartment1; other_floor_3 = apartment1; other_floor_4 = apartment1; roof_color = fill; roof_color_variance = 0.0 0.0 0.2; roof_texture = wall_atlas1.png; roof_texture_atlas_cell = 1 0 2 2; roof_texture_scale = 8.0 8.0;",,
objects.svg,rect,roof_color,fill,"name = BuildingWhite1; color = stroke; color_variance = 0.0 0.0 0.3; # plain; detail_texture = wall_atlas1.png; detail_texture_atlas_cell = 2 1 8 8 0.0078125 0.0078125; detail_texture_scale = 3 3; 1st_floor_1 = apartment1_1st_floor; 1st_floor_2 = apartment1_1st_floor_empty; 1st_floor_3 = apartment1_1st_floor; 1st_floor_4 = apartment1_1st_floor_empty; other_floor_1 = apartment1; other_floor_2 = apartment1; other_floor_3 = apartment1; other_floor_4 = apartment1; roof_color = fill; roof_color_variance = 0.0 0.0 0.2; roof_texture = wall_atlas1.png; roof_texture_atlas_cell = 1 0 2 2; roof_texture_scale = 8.0 8.0;",,
objects.svg,rect,roof_color_variance,0.0 0.0 0.2,"name = BuildingWhite1; color = stroke; color_variance = 0.0 0.0 0.3; # plain; detail_texture = wall_atlas1.png; detail_texture_atlas_cell = 2 1 8 8 0.0078125 0.0078125; detail_texture_scale = 3 3; 1st_floor_1 = apartment1_1st_floor; 1st_floor_2 = apartment1_1st_floor_empty; 1st_floor_3 = apartment1_1st_floor; 1st_floor_4 = apartment1_1st_floor_empty; other_floor_1 = apartment1; other_floor_2 = apartment1; other_floor_3 = apartment1; other_floor_4 = apartment1; roof_color = fill; roof_color_variance = 0.0 0.0 0.2; roof_texture = wall_atlas1.png; roof_texture_atlas_cell = 1 0 2 2; roof_texture_scale = 8.0 8.0;",,
objects.svg,rect,roof_texture,wall_atlas1.png,"name = BuildingWhite1; color = stroke; color_variance = 0.0 0.0 0.3; # plain; detail_texture = wall_atlas1.png; detail_texture_atlas_cell = 2 1 8 8 0.0078125 0.0078125; detail_texture_scale = 3 3; 1st_floor_1 = apartment1_1st_floor; 1st_floor_2 = apartment1_1st_floor_empty; 1st_floor_3 = apartment1_1st_floor; 1st_floor_4 = apartment1_1st_floor_empty; other_floor_1 = apartment1; other_floor_2 = apartment1; other_floor_3 = apartment1; other_floor_4 = apartment1; roof_color = fill; roof_color_variance = 0.0 0.0 0.2; roof_texture = wall_atlas1.png; roof_texture_atlas_cell = 1 0 2 2; roof_texture_scale = 8.0 8.0;",,
objects.svg,rect,roof_texture_atlas_cell,1 0 2 2,"name = BuildingWhite1; color = stroke; color_variance = 0.0 0.0 0.3; # plain; detail_texture = wall_atlas1.png; detail_texture_atlas_cell = 2 1 8 8 0.0078125 0.0078125; detail_texture_scale = 3 3; 1st_floor_1 = apartment1_1st_floor; 1st_floor_2 = apartment1_1st_floor_empty; 1st_floor_3 = apartment1_1st_floor; 1st_floor_4 = apartment1_1st_floor_empty; other_floor_1 = apartment1; other_floor_2 = apartment1; other_floor_3 = apartment1; other_floor_4 = apartment1; roof_color = fill; roof_color_variance = 0.0 0.0 0.2; roof_texture = wall_atlas1.png; roof_texture_atlas_cell = 1 0 2 2; roof_texture_scale = 8.0 8.0;",,
objects.svg,rect,roof_texture_scale,8.0 8.0,"name = BuildingWhite1; color = stroke; color_variance = 0.0 0.0 0.3; # plain; detail_texture = wall_atlas1.png; detail_texture_atlas_cell = 2 1 8 8 0.0078125 0.0078125; detail_texture_scale = 3 3; 1st_floor_1 = apartment1_1st_floor; 1st_floor_2 = apartment1_1st_floor_empty; 1st_floor_3 = apartment1_1st_floor; 1st_floor_4 = apartment1_1st_floor_empty; other_floor_1 = apartment1; other_floor_2 = apartment1; other_floor_3 = apartment1; other_floor_4 = apartment1; roof_color = fill; roof_color_variance = 0.0 0.0 0.2; roof_texture = wall_atlas1.png; roof_texture_atlas_cell = 1 0 2 2; roof_texture_scale = 8.0 8.0;",,
objects.svg,rect,name,BuildingWhite2,"name = BuildingWhite2; color = stroke; color_variance = 0.02 0.2 0.2; # brick; detail_texture = wall_atlas1.png; detail_texture_atlas_cell = 2 0 8 8 0.0078125 0.0078125; detail_texture_scale = 3 3; detail_cutout_texture = cutout.png; detail_cutout_texture_channel = 1; detail_cutout_texture_scale = 10 10; 1st_floor_1 = apartment1_1st_floor; 1st_floor_2 = apartment1_1st_floor; 1st_floor_3 = apartment1_1st_floor; 1st_floor_4 = apartment1_1st_floor; other_floor_1 = apartment1; other_floor_2 = apartment1; other_floor_3 = apartment1; other_floor_4 = apartment1; roof_color = fill; roof_color_variance = 0 0.1 0.1; roof_texture = wall_atlas1.png; roof_texture_atlas_cell = 1 0 2 2; roof_texture_scale = 8.0 8.0;",,
objects.svg,rect,color,stroke,"name = BuildingWhite2; color = stroke; color_variance = 0.02 0.2 0.2; # brick; detail_texture = wall_atlas1.png; detail_texture_atlas_cell = 2 0 8 8 0.0078125 0.0078125; detail_texture_scale = 3 3; detail_cutout_texture = cutout.png; detail_cutout_texture_channel = 1; detail_cutout_texture_scale = 10 10; 1st_floor_1 = apartment1_1st_floor; 1st_floor_2 = apartment1_1st_floor; 1st_floor_3 = apartment1_1st_floor; 1st_floor_4 = apartment1_1st_floor; other_floor_1 = apartment1; other_floor_2 = apartment1; other_floor_3 = apartment1; other_floor_4 = apartment1; roof_color = fill; roof_color_variance = 0 0.1 0.1; roof_texture = wall_atlas1.png; roof_texture_atlas_cell = 1 0 2 2; roof_texture_scale = 8.0 8.0;",,
objects.svg,rect,color_variance,0.02 0.2 0.2,"name = BuildingWhite2; color = stroke; color_variance = 0.02 0.2 0.2; # brick; detail_texture = wall_atlas1.png; detail_texture_atlas_cell = 2 0 8 8 0.0078125 0.0078125; detail_texture_scale = 3 3; detail_cutout_texture = cutout.png; detail_cutout_texture_channel = 1; detail_cutout_texture_scale = 10 10; 1st_floor_1 = apartment1_1st_floor; 1st_floor_2 = apartment1_1st_floor; 1st_floor_3 = apartment1_1st_floor; 1st_floor_4 = apartment1_1st_floor; other_floor_1 = apartment1; other_floor_2 = apartment1; other_floor_3 = apartment1; other_floor_4 = apartment1; roof_color = fill; roof_color_variance = 0 0.1 0.1; roof_texture = wall_atlas1.png; roof_texture_atlas_cell = 1 0 2 2; roof_texture_scale = 8.0 8.0;",,
objects.svg,rect,detail_texture,wall_atlas1.png,"name = BuildingWhite2; color = stroke; color_variance = 0.02 0.2 0.2; # brick; detail_texture = wall_atlas1.png; detail_texture_atlas_cell = 2 0 8 8 0.0078125 0.0078125; detail_texture_scale = 3 3; detail_cutout_texture = cutout.png; detail_cutout_texture_channel = 1; detail_cutout_texture_scale = 10 10; 1st_floor_1 = apartment1_1st_floor; 1st_floor_2 = apartment1_1st_floor; 1st_floor_3 = apartment1_1st_floor; 1st_floor_4 = apartment1_1st_floor; other_floor_1 = apartment1; other_floor_2 = apartment1; other_floor_3 = apartment1; other_floor_4 = apartment1; roof_color = fill; roof_color_variance = 0 0.1 0.1; roof_texture = wall_atlas1.png; roof_texture_atlas_cell = 1 0 2 2; roof_texture_scale = 8.0 8.0;",,
objects.svg,rect,detail_texture_atlas_cell,2 0 8 8 0.0078125 0.0078125,"name = BuildingWhite2; color = stroke; color_variance = 0.02 0.2 0.2; # brick; detail_texture = wall_atlas1.png; detail_texture_atlas_cell = 2 0 8 8 0.0078125 0.0078125; detail_texture_scale = 3 3; detail_cutout_texture = cutout.png; detail_cutout_texture_channel = 1; detail_cutout_texture_scale = 10 10; 1st_floor_1 = apartment1_1st_floor; 1st_floor_2 = apartment1_1st_floor; 1st_floor_3 = apartment1_1st_floor; 1st_floor_4 = apartment1_1st_floor; other_floor_1 = apartment1; other_floor_2 = apartment1; other_floor_3 = apartment1; other_floor_4 = apartment1; roof_color = fill; roof_color_variance = 0 0.1 0.1; roof_texture = wall_atlas1.png; roof_texture_atlas_cell = 1 0 2 2; roof_texture_scale = 8.0 8.0;",,
objects.svg,rect,detail_texture_scale,3 3,"name = BuildingWhite2; color = stroke; color_variance = 0.02 0.2 0.2; # brick; detail_texture = wall_atlas1.png; detail_texture_atlas_cell = 2 0 8 8 0.0078125 0.0078125; detail_texture_scale = 3 3; detail_cutout_texture = cutout.png; detail_cutout_texture_channel = 1; detail_cutout_texture_scale = 10 10; 1st_floor_1 = apartment1_1st_floor; 1st_floor_2 = apartment1_1st_floor; 1st_floor_3 = apartment1_1st_floor; 1st_floor_4 = apartment1_1st_floor; other_floor_1 = apartment1; other_floor_2 = apartment1; other_floor_3 = apartment1; other_floor_4 = apartment1; roof_color = fill; roof_color_variance = 0 0.1 0.1; roof_texture = wall_atlas1.png; roof_texture_atlas_cell = 1 0 2 2; roof_texture_scale = 8.0 8.0;",,
objects.svg,rect,detail_cutout_texture,cutout.png,"name = BuildingWhite2; color = stroke; color_variance = 0.02 0.2 0.2; # brick; detail_texture = wall_atlas1.png; detail_texture_atlas_cell = 2 0 8 8 0.0078125 0.0078125; detail_texture_scale = 3 3; detail_cutout_texture = cutout.png; detail_cutout_texture_channel = 1; detail_cutout_texture_scale = 10 10; 1st_floor_1 = apartment1_1st_floor; 1st_floor_2 = apartment1_1st_floor; 1st_floor_3 = apartment1_1st_floor; 1st_floor_4 = apartment1_1st_floor; other_floor_1 = apartment1; other_floor_2 = apartment1; other_floor_3 = apartment1; other_floor_4 = apartment1; roof_color = fill; roof_color_variance = 0 0.1 0.1; roof_texture = wall_atlas1.png; roof_texture_atlas_cell = 1 0 2 2; roof_texture_scale = 8.0 8.0;",,
objects.svg,rect,detail_cutout_texture_channel,1,"name = BuildingWhite2; color = stroke; color_variance = 0.02 0.2 0.2; # brick; detail_texture = wall_atlas1.png; detail_texture_atlas_cell = 2 0 8 8 0.0078125 0.0078125; detail_texture_scale = 3 3; detail_cutout_texture = cutout.png; detail_cutout_texture_channel = 1; detail_cutout_texture_scale = 10 10; 1st_floor_1 = apartment1_1st_floor; 1st_floor_2 = apartment1_1st_floor; 1st_floor_3 = apartment1_1st_floor; 1st_floor_4 = apartment1_1st_floor; other_floor_1 = apartment1; other_floor_2 = apartment1; other_floor_3 = apartment1; other_floor_4 = apartment1; roof_color = fill; roof_color_variance = 0 0.1 0.1; roof_texture = wall_atlas1.png; roof_texture_atlas_cell = 1 0 2 2; roof_texture_scale = 8.0 8.0;",,
objects.svg,rect,detail_cutout_texture_scale,10 10,"name = BuildingWhite2; color = stroke; color_variance = 0.02 0.2 0.2; # brick; detail_texture = wall_atlas1.png; detail_texture_atlas_cell = 2 0 8 8 0.0078125 0.0078125; detail_texture_scale = 3 3; detail_cutout_texture = cutout.png; detail_cutout_texture_channel = 1; detail_cutout_texture_scale = 10 10; 1st_floor_1 = apartment1_1st_floor; 1st_floor_2 = apartment1_1st_floor; 1st_floor_3 = apartment1_1st_floor; 1st_floor_4 = apartment1_1st_floor; other_floor_1 = apartment1; other_floor_2 = apartment1; other_floor_3 = apartment1; other_floor_4 = apartment1; roof_color = fill; roof_color_variance = 0 0.1 0.1; roof_texture = wall_atlas1.png; roof_texture_atlas_cell = 1 0 2 2; roof_texture_scale = 8.0 8.0;",,
objects.svg,rect,st_floor_1,apartment1_1st_floor,"name = BuildingWhite2; color = stroke; color_variance = 0.02 0.2 0.2; # brick; detail_texture = wall_atlas1.png; detail_texture_atlas_cell = 2 0 8 8 0.0078125 0.0078125; detail_texture_scale = 3 3; detail_cutout_texture = cutout.png; detail_cutout_texture_channel = 1; detail_cutout_texture_scale = 10 10; 1st_floor_1 = apartment1_1st_floor; 1st_floor_2 = apartment1_1st_floor; 1st_floor_3 = apartment1_1st_floor; 1st_floor_4 = apartment1_1st_floor; other_floor_1 = apartment1; other_floor_2 = apartment1; other_floor_3 = apartment1; other_floor_4 = apartment1; roof_color = fill; roof_color_variance = 0 0.1 0.1; roof_texture = wall_atlas1.png; roof_texture_atlas_cell = 1 0 2 2; roof_texture_scale = 8.0 8.0;",,
objects.svg,rect,st_floor_2,apartment1_1st_floor,"name = BuildingWhite2; color = stroke; color_variance = 0.02 0.2 0.2; # brick; detail_texture = wall_atlas1.png; detail_texture_atlas_cell = 2 0 8 8 0.0078125 0.0078125; detail_texture_scale = 3 3; detail_cutout_texture = cutout.png; detail_cutout_texture_channel = 1; detail_cutout_texture_scale = 10 10; 1st_floor_1 = apartment1_1st_floor; 1st_floor_2 = apartment1_1st_floor; 1st_floor_3 = apartment1_1st_floor; 1st_floor_4 = apartment1_1st_floor; other_floor_1 = apartment1; other_floor_2 = apartment1; other_floor_3 = apartment1; other_floor_4 = apartment1; roof_color = fill; roof_color_variance = 0 0.1 0.1; roof_texture = wall_atlas1.png; roof_texture_atlas_cell = 1 0 2 2; roof_texture_scale = 8.0 8.0;",,
objects.svg,rect,st_floor_3,apartment1_1st_floor,"name = BuildingWhite2; color = stroke; color_variance = 0.02 0.2 0.2; # brick; detail_texture = wall_atlas1.png; detail_texture_atlas_cell = 2 0 8 8 0.0078125 0.0078125; detail_texture_scale = 3 3; detail_cutout_texture = cutout.png; detail_cutout_texture_channel = 1; detail_cutout_texture_scale = 10 10; 1st_floor_1 = apartment1_1st_floor; 1st_floor_2 = apartment1_1st_floor; 1st_floor_3 = apartment1_1st_floor; 1st_floor_4 = apartment1_1st_floor; other_floor_1 = apartment1; other_floor_2 = apartment1; other_floor_3 = apartment1; other_floor_4 = apartment1; roof_color = fill; roof_color_variance = 0 0.1 0.1; roof_texture = wall_atlas1.png; roof_texture_atlas_cell = 1 0 2 2; roof_texture_scale = 8.0 8.0;",,
objects.svg,rect,st_floor_4,apartment1_1st_floor,"name = BuildingWhite2; color = stroke; color_variance = 0.02 0.2 0.2; # brick; detail_texture = wall_atlas1.png; detail_texture_atlas_cell = 2 0 8 8 0.0078125 0.0078125; detail_texture_scale = 3 3; detail_cutout_texture = cutout.png; detail_cutout_texture_channel = 1; detail_cutout_texture_scale = 10 10; 1st_floor_1 = apartment1_1st_floor; 1st_floor_2 = apartment1_1st_floor; 1st_floor_3 = apartment1_1st_floor; 1st_floor_4 = apartment1_1st_floor; other_floor_1 = apartment1; other_floor_2 = apartment1; other_floor_3 = apartment1; other_floor_4 = apartment1; roof_color = fill; roof_color_variance = 0 0.1 0.1; roof_texture = wall_atlas1.png; roof_texture_atlas_cell = 1 0 2 2; roof_texture_scale = 8.0 8.0;",,
objects.svg,rect,other_floor_1,apartment1,"name = BuildingWhite2; color = stroke; color_variance = 0.02 0.2 0.2; # brick; detail_texture = wall_atlas1.png; detail_texture_atlas_cell = 2 0 8 8 0.0078125 0.0078125; detail_texture_scale = 3 3; detail_cutout_texture = cutout.png; detail_cutout_texture_channel = 1; detail_cutout_texture_scale = 10 10; 1st_floor_1 = apartment1_1st_floor; 1st_floor_2 = apartment1_1st_floor; 1st_floor_3 = apartment1_1st_floor; 1st_floor_4 = apartment1_1st_floor; other_floor_1 = apartment1; other_floor_2 = apartment1; other_floor_3 = apartment1; other_floor_4 = apartment1; roof_color = fill; roof_color_variance = 0 0.1 0.1; roof_texture = wall_atlas1.png; roof_texture_atlas_cell = 1 0 2 2; roof_texture_scale = 8.0 8.0;",,
objects.svg,rect,other_floor_2,apartment1,"name = BuildingWhite2; color = stroke; color_variance = 0.02 0.2 0.2; # brick; detail_texture = wall_atlas1.png; detail_texture_atlas_cell = 2 0 8 8 0.0078125 0.0078125; detail_texture_scale = 3 3; detail_cutout_texture = cutout.png; detail_cutout_texture_channel = 1; detail_cutout_texture_scale = 10 10; 1st_floor_1 = apartment1_1st_floor; 1st_floor_2 = apartment1_1st_floor; 1st_floor_3 = apartment1_1st_floor; 1st_floor_4 = apartment1_1st_floor; other_floor_1 = apartment1; other_floor_2 = apartment1; other_floor_3 = apartment1; other_floor_4 = apartment1; roof_color = fill; roof_color_variance = 0 0.1 0.1; roof_texture = wall_atlas1.png; roof_texture_atlas_cell = 1 0 2 2; roof_texture_scale = 8.0 8.0;",,
objects.svg,rect,other_floor_3,apartment1,"name = BuildingWhite2; color = stroke; color_variance = 0.02 0.2 0.2; # brick; detail_texture = wall_atlas1.png; detail_texture_atlas_cell = 2 0 8 8 0.0078125 0.0078125; detail_texture_scale = 3 3; detail_cutout_texture = cutout.png; detail_cutout_texture_channel = 1; detail_cutout_texture_scale = 10 10; 1st_floor_1 = apartment1_1st_floor; 1st_floor_2 = apartment1_1st_floor; 1st_floor_3 = apartment1_1st_floor; 1st_floor_4 = apartment1_1st_floor; other_floor_1 = apartment1; other_floor_2 = apartment1; other_floor_3 = apartment1; other_floor_4 = apartment1; roof_color = fill; roof_color_variance = 0 0.1 0.1; roof_texture = wall_atlas1.png; roof_texture_atlas_cell = 1 0 2 2; roof_texture_scale = 8.0 8.0;",,
objects.svg,rect,other_floor_4,apartment1,"name = BuildingWhite2; color = stroke; color_variance = 0.02 0.2 0.2; # brick; detail_texture = wall_atlas1.png; detail_texture_atlas_cell = 2 0 8 8 0.0078125 0.0078125; detail_texture_scale = 3 3; detail_cutout_texture = cutout.png; detail_cutout_texture_channel = 1; detail_cutout_texture_scale = 10 10; 1st_floor_1 = apartment1_1st_floor; 1st_floor_2 = apartment1_1st_floor; 1st_floor_3 = apartment1_1st_floor; 1st_floor_4 = apartment1_1st_floor; other_floor_1 = apartment1; other_floor_2 = apartment1; other_floor_3 = apartment1; other_floor_4 = apartment1; roof_color = fill; roof_color_variance = 0 0.1 0.1; roof_texture = wall_atlas1.png; roof_texture_atlas_cell = 1 0 2 2; roof_texture_scale = 8.0 8.0;",,
objects.svg,rect,roof_color,fill,"name = BuildingWhite2; color = stroke; color_variance = 0.02 0.2 0.2; # brick; detail_texture = wall_atlas1.png; detail_texture_atlas_cell = 2 0 8 8 0.0078125 0.0078125; detail_texture_scale = 3 3; detail_cutout_texture = cutout.png; detail_cutout_texture_channel = 1; detail_cutout_texture_scale = 10 10; 1st_floor_1 = apartment1_1st_floor; 1st_floor_2 = apartment1_1st_floor; 1st_floor_3 = apartment1_1st_floor; 1st_floor_4 = apartment1_1st_floor; other_floor_1 = apartment1; other_floor_2 = apartment1; other_floor_3 = apartment1; other_floor_4 = apartment1; roof_color = fill; roof_color_variance = 0 0.1 0.1; roof_texture = wall_atlas1.png; roof_texture_atlas_cell = 1 0 2 2; roof_texture_scale = 8.0 8.0;",,
objects.svg,rect,roof_color_variance,0 0.1 0.1,"name = BuildingWhite2; color = stroke; color_variance = 0.02 0.2 0.2; # brick; detail_texture = wall_atlas1.png; detail_texture_atlas_cell = 2 0 8 8 0.0078125 0.0078125; detail_texture_scale = 3 3; detail_cutout_texture = cutout.png; detail_cutout_texture_channel = 1; detail_cutout_texture_scale = 10 10; 1st_floor_1 = apartment1_1st_floor; 1st_floor_2 = apartment1_1st_floor; 1st_floor_3 = apartment1_1st_floor; 1st_floor_4 = apartment1_1st_floor; other_floor_1 = apartment1; other_floor_2 = apartment1; other_floor_3 = apartment1; other_floor_4 = apartment1; roof_color = fill; roof_color_variance = 0 0.1 0.1; roof_texture = wall_atlas1.png; roof_texture_atlas_cell = 1 0 2 2; roof_texture_scale = 8.0 8.0;",,
objects.svg,rect,roof_texture,wall_atlas1.png,"name = BuildingWhite2; color = stroke; color_variance = 0.02 0.2 0.2; # brick; detail_texture = wall_atlas1.png; detail_texture_atlas_cell = 2 0 8 8 0.0078125 0.0078125; detail_texture_scale = 3 3; detail_cutout_texture = cutout.png; detail_cutout_texture_channel = 1; detail_cutout_texture_scale = 10 10; 1st_floor_1 = apartment1_1st_floor; 1st_floor_2 = apartment1_1st_floor; 1st_floor_3 = apartment1_1st_floor; 1st_floor_4 = apartment1_1st_floor; other_floor_1 = apartment1; other_floor_2 = apartment1; other_floor_3 = apartment1; other_floor_4 = apartment1; roof_color = fill; roof_color_variance = 0 0.1 0.1; roof_texture = wall_atlas1.png; roof_texture_atlas_cell = 1 0 2 2; roof_texture_scale = 8.0 8.0;",,
objects.svg,rect,roof_texture_atlas_cell,1 0 2 2,"name = BuildingWhite2; color = stroke; color_variance = 0.02 0.2 0.2; # brick; detail_texture = wall_atlas1.png; detail_texture_atlas_cell = 2 0 8 8 0.0078125 0.0078125; detail_texture_scale = 3 3; detail_cutout_texture = cutout.png; detail_cutout_texture_channel = 1; detail_cutout_texture_scale = 10 10; 1st_floor_1 = apartment1_1st_floor; 1st_floor_2 = apartment1_1st_floor; 1st_floor_3 = apartment1_1st_floor; 1st_floor_4 = apartment1_1st_floor; other_floor_1 = apartment1; other_floor_2 = apartment1; other_floor_3 = apartment1; other_floor_4 = apartment1; roof_color = fill; roof_color_variance = 0 0.1 0.1; roof_texture = wall_atlas1.png; roof_texture_atlas_cell = 1 0 2 2; roof_texture_scale = 8.0 8.0;",,
objects.svg,rect,roof_texture_scale,8.0 8.0,"name = BuildingWhite2; color = stroke; color_variance = 0.02 0.2 0.2; # brick; detail_texture = wall_atlas1.png; detail_texture_atlas_cell = 2 0 8 8 0.0078125 0.0078125; detail_texture_scale = 3 3; detail_cutout_texture = cutout.png; detail_cutout_texture_channel = 1; detail_cutout_texture_scale = 10 10; 1st_floor_1 = apartment1_1st_floor; 1st_floor_2 = apartment1_1st_floor; 1st_floor_3 = apartment1_1st_floor; 1st_floor_4 = apartment1_1st_floor; other_floor_1 = apartment1; other_floor_2 = apartment1; other_floor_3 = apartment1; other_floor_4 = apartment1; roof_color = fill; roof_color_variance = 0 0.1 0.1; roof_texture = wall_atlas1.png; roof_texture_atlas_cell = 1 0 2 2; roof_texture_scale = 8.0 8.0;",,
